hour,start_station_id,ride_count
3,6313.1,7
13,5288.12,125
21,7774.02,20
16,3138.09,10
20,5419.04,68
3,6297.07,8
18,6786.02,162
13,4181.1,13
9,8225.05,8
13,6650.07,147
11,7293.10,33
22,7713.01,27
17,3871.02,32
6,3628.11,46
15,7783.18,64
22,3523.06,3
19,4853.06,40
17,6429.01,246
13,5602.06,114
22,6964.05,1
21,3871.02,33
8,8427.05,3
19,7121.02,17
12,5036.06,24
19,6206.08,112
19,5001.08,70
0,6251.06,6
21,7484.05,48
4,8741.01,1
20,5291.05,135
21,5321.08,1
12,5097.02,5
16,8069.01,34
19,5247.1,34
6,4033.16,23
16,6578.01,154
18,4565.07,149
12,3877.04,3
17,5602.06,199
20,6804.01,11
13,4225.14,94
5,3140.09,4
16,7680.03,169
19,5610.09,152
13,4474.01,13
23,5905.14,92
20,7159.08,18
18,5736.09,181
11,3166.03,8
8,7132.08,39
17,4413.08,69
15,5137.10,50
18,8507.02,3
1,4856.05,6
18,4228.06,24
10,7524.16,65
20,5406.02,110
20,6505.09,34
14,7741.04,25
9,6158.02,7
20,8849.03,7
3,7646.04,4
13,4757.06,1
18,3240.15,33
11,7220.01,14
19,4455.1,34
0,6857.09,11
12,3327.01,1
20,8514.05,2
2,8080.01,1
18,6529.02,20
20,6593.15,114
5,4623.02,2
13,6932.14,71
9,5382.06,184
9,6382.05,162
11,7338.02,105
9,5343.11,179
11,7927.08,6
9,3113.06,16
14,7867.04,5
18,5270.09,177
6,5636.13,18
7,4479.10,39
18,7212.05,285
12,8358.03,30
14,4033.16,82
15,6092.01,8
11,4689.08,19
16,5419.04,97
17,3523.06,13
18,5755.14,178
15,6191.06,62
2,4939.07,6
14,8069.01,22
9,4014.01,1
15,7658.13,94
0,7652.04,11
19,3148.08,9
10,6529.02,15
20,8703.05,2
19,5099.02,61
14,6247.06,247
5,6541.03,25
18,4249.10,21
0,3090.06,8
5,8410.10,3
22,3791.02,22
1,7727.07,3
14,5145.02,42
6,5247.10,5
14,4013.08,6
17,6319.03,68
11,7918.12,2
19,4600.09,27
23,6089.11,65
23,8535.09,1
16,8054.04,14
14,8646.02,1
7,7913.15,58
22,6364.10,42
1,6313.10,7
21,3240.15,14
16,8353.02,17
17,3090.06,30
1,7756.1,11
11,3359.03,4
13,4729.01,47
15,6617.02,156
22,3229.07,3
10,7183.03,134
16,5626.07,288
20,5280.03,11
5,5636.13,6
18,3991.04,2
13,6498.10,51
14,7898.03,36
0,6879.04,5
16,7962.01,30
16,5090.06,19
11,6602.03,111
10,5820.08,172
15,5473.03,27
6,6297.07,57
6,5847.06,24
10,6425.04,121
17,7713.11,131
6,3448.02,16
6,6765.01,52
14,7314.03,24
14,8636.04,3
22,5065.14,37
0,4479.10,17
16,4432.1,5
17,5570.04,7
17,6692.03,2
17,5178.06,121
21,5570.04,7
15,6605.08,32
6,6297.08,48
13,7524.16,59
8,4576.11,42
6,4437.09,15
6,7577.27,50
15,7648.16,42
20,6729.02,12
9,7910.1,5
7,6524.01,1
8,5847.01,353
12,6128.04,35
22,5914.08,47
14,7769.06,25
13,5860.02,13
0,5422.04,15
19,5190.07,47
15,6128.04,32
1,7667.04,3
2,8707.04,4
10,4033.16,63
21,4994.10,11
11,6626.01,123
2,7646.04,16
3,8795.01,3
10,5436.11,144
15,5470.02,58
15,4494.04,79
10,6239.08,139
1,7823.03,9
5,4452.01,7
17,7178.02,29
7,6529.02,8
21,4334.02,11
11,7701.21,43
19,5359.10,50
6,7920.05,9
19,4479.1,76
19,8320.01,14
0,5847.06,18
17,6541.03,363
5,5788.13,13
1,6700.14,3
12,7121.02,11
1,3853.02,2
7,8179.03,17
0,6495.17,13
8,7286.02,133
13,5433.03,30
17,7450.05,102
4,3736.03,2
13,6850.01,58
2,5453.06,17
7,4962.01,31
15,6170.02,155
8,4519.02,27
21,7524.16,29
3,6542.05,1
16,6058.08,21
9,8163.05,11
9,4713.01,11
15,4404.10,12
15,8748.02,4
12,6602.03,139
0,4101.17,14
15,6099.02,9
16,3625.04,15
21,7658.13,34
2,7538.18,7
7,5506.10,14
23,4617.01,10
21,5351.07,66
20,3140.09,9
16,5146.03,25
22,5371.07,23
15,7617.07,130
18,7243.04,110
14,5956.04,5
12,6457.06,1
5,6667.04,2
20,3022.01,16
3,5666.04,11
19,4861.05,49
12,5108.01,83
7,7842.16,29
2,4325.03,3
20,6893.1,31
17,8307.05,3
0,5300.05,55
9,6128.04,42
22,6248.08,82
17,6932.14,109
19,5276.04,61
18,7622.12,21
12,6703.06,14
9,6915.02,47
13,5300.05,60
13,6651.01,4
11,4392.04,45
9,5216.04,116
18,8546.06,25
11,4199.13,36
12,4821.06,45
18,6733.01,7
8,5930.02,14
13,7901.04,18
13,8156.01,15
17,5430.1,62
1,7146.04,6
5,7942.07,5
16,5280.03,9
10,5989.02,222
6,5669.1,27
19,3166.03,18
15,4187.04,7
23,5922.08,25
9,3448.02,64
4,6569.08,1
20,5128.04,27
23,6039.06,31
4,5099.02,3
13,6855.02,6
8,7957.11,18
0,3625.07,14
10,4479.06,67
12,4048.03,6
10,5473.03,45
12,7860.08,47
11,6617.02,95
16,3022.01,16
4,5241.02,7
10,4319.07,57
20,7942.07,33
8,7121.13,136
0,5905.14,63
4,4377.04,6
16,4677.06,141
23,5570.04,1
10,6128.04,22
15,6526.05,252
12,6505.09,36
0,6688.01,2
14,6224.06,119
11,5506.14,160
8,7722.06,14
4,3696.05,1
10,6753.08,202
12,4019.06,76
14,7720.03,167
1,8379.06,4
1,5569.06,14
7,7538.14,136
9,6659.1,21
15,6319.03,58
15,4193.14,73
7,7840.11,13
12,8236.01,4
7,5481.04,42
14,6750.16,66
1,7443.01,4
15,7098.05,31
21,8254.01,5
0,6708.04,57
16,6912.01,332
8,6629.06,35
15,6765.01,206
16,8323.05,9
12,7520.07,186
12,4190.06,65
22,6062.03,3
15,6098.10,104
9,6741.03,1
8,7984.04,16
16,7032.06,23
6,7622.12,4
17,7170.04,9
23,8021.11,19
9,8635.08,11
11,6072.06,209
10,6113.07,3
4,4330.09,5
12,5797.01,80
6,5190.07,81
12,3492.04,14
23,6926.01,15
5,5033.01,1
3,3722.04,5
2,4483.1,2
9,6426.05,4
20,5997.1,103
0,8248.05,9
0,6718.02,2
14,6499.06,4
8,4086.05,22
11,8356.02,5
3,6668.06,3
17,5160.01,8
9,5929.01,261
21,6425.04,89
8,4120.02,1
22,7281.09,40
22,6969.08,32
22,3699.07,22
16,3166.03,25
15,5561.06,341
10,4107.13,93
3,6822.09,9
17,6334.03,8
2,6887.03,4
8,8707.01,1
14,5561.04,160
21,6441.06,48
20,6213.01,4
22,5453.06,67
12,4110.10,14
16,4994.10,11
20,7365.13,71
16,6131.12,248
17,3300.04,3
0,7954.12,12
1,3090.06,13
7,3240.15,10
23,7898.03,12
20,4228.06,10
4,4010.01,1
6,5500.07,9
7,4689.08,9
16,7123.04,197
15,3157.08,18
11,6572.08,45
21,3359.03,16
10,3728.05,10
15,7865.09,77
10,6188.04,1
6,5730.08,48
18,5489.04,47
6,8044.09,5
14,3523.06,10
18,6058.08,29
13,6173.08,372
7,3958.02,3
17,6179.07,82
2,6567.03,1
15,7626.02,6
12,4632.10,14
5,5553.10,9
20,6786.02,105
0,4608.01,15
1,5938.01,7
12,5788.13,314
16,5430.10,59
16,7049.04,92
0,6753.08,20
8,7212.05,238
22,4611.03,32
8,6753.08,297
6,6395.01,4
20,4042.08,42
11,4244.06,6
6,5096.12,21
7,7741.01,26
23,6594.02,7
17,8272.08,8
21,5829.12,37
4,8583.02,4
15,6860.12,101
18,3576.1,6
22,4979.07,17
14,8703.05,7
20,4491.09,6
23,8156.01,21
17,3882.05,72
1,4019.06,7
3,4656.03,2
22,8664.06,3
10,3972.08,16
10,5422.04,79
16,5288.12,234
3,6915.02,2
16,5886.13,248
12,6782.01,58
10,7338.02,90
8,4101.17,119
5,6526.01,27
16,6123.02,6
4,6806.06,2
23,6569.07,27
12,8428.04,4
19,6200.03,32
3,7338.02,5
14,4095.10,10
12,5106.04,24
19,5593.01,266
19,3448.02,50
9,6167.03,9
8,7918.12,18
23,7463.09,36
8,7178.02,23
12,6432.1,120
19,3736.03,14
7,6441.02,18
17,4732.04,59
2,6824.07,15
22,5593.01,137
5,6092.01,1
1,4617.01,6
15,5216.04,110
23,6753.08,57
11,3660.07,21
13,7798.02,12
14,4912.1,6
22,8096.03,4
22,6441.02,12
16,4903.08,47
20,4432.10,4
9,4325.03,8
11,3919.07,102
14,8171.06,29
14,7925.04,28
12,6280.12,221
5,8048.01,1
0,6382.05,14
14,5788.15,199
21,8416.10,1
15,4157.10,33
11,8849.03,3
9,4568.01,29
21,8358.03,17
12,4488.08,120
12,7925.04,3
9,8049.05,6
0,8252.03,4
8,6215.07,215
17,6801.01,457
19,4668.08,52
20,7844.05,2
6,5036.06,3
13,8619.02,10
10,4735.16,7
3,6183.03,1
17,4190.06,64
3,7062.07,2
16,5105.01,233
15,5099.02,46
15,5433.03,37
23,6617.09,18
0,3996.01,9
16,3982.01,5
21,6373.07,91
19,4042.08,88
9,4095.10,12
9,7648.16,20
18,5433.03,55
6,6316.05,16
21,3125.09,6
11,3651.04,81
11,5106.04,33
15,8597.01,2
18,4895.09,226
16,6267.08,6
17,5550.09,107
4,6414.07,1
19,6005.04,4
13,8319.01,10
9,4416.10,15
13,6629.06,32
6,6364.10,25
20,6536.02,3
23,3593.01,14
6,6602.05,234
14,6809.07,218
12,4987.06,26
14,5288.12,152
22,7626.02,4
15,4895.15,22
9,6998.08,138
3,4483.1,2
4,8048.04,12
10,3966.01,7
15,8474.02,14
4,6474.11,2
9,5033.01,62
5,6740.01,2
11,4807.02,33
23,8100.01,3
16,7842.16,32
13,4914.03,20
12,3283.05,2
8,6560.14,138
17,8353.02,8
2,7669.10,1
14,8650.11,36
16,3318.05,7
8,5436.11,208
13,5392.04,2
18,4196.05,67
2,5411.08,15
9,6492.04,85
3,5259.06,9
7,3353.04,17
0,4199.13,9
22,6215.07,63
7,5550.09,39
1,6137.04,3
20,5626.13,121
7,6923.20,24
7,6389.09,177
22,5610.09,37
16,6191.06,58
12,3117.05,10
14,6405.03,3
16,6471.02,38
0,5687.04,41
3,7680.03,5
22,7538.14,20
10,7823.03,41
19,4590.01,3
19,5523.02,138
22,6873.01,6
12,6173.08,333
7,8734.02,27
3,6468.01,1
9,5156.05,77
6,6157.04,7
6,7669.10,2
23,6572.08,21
15,4689.08,12
20,5669.12,94
1,7084.12,13
0,3368.04,1
23,6099.02,6
20,8278.05,14
14,5156.05,60
10,7175.05,200
22,4339.01,43
11,7084.12,91
19,4452.03,69
8,4301.04,25
17,5106.04,14
7,5506.1,118
14,6237.01,2
13,5980.07,363
23,4565.07,27
9,7774.02,24
12,8356.04,5
12,4687.03,5
12,4479.06,102
11,6839.04,51
20,8262.07,14
11,5550.09,67
21,3943.03,17
20,8025.01,1
16,7860.08,76
18,6101.11,23
17,4596.09,215
13,5878.02,8
7,7682.01,319
12,8245.03,7
14,8085.09,10
19,6432.11,220
8,3140.09,23
6,7723.01,41
21,6004.06,41
5,4534.06,6
8,6098.12,111
10,5659.11,158
0,5581.01,9
7,5379.1,38
13,8510.02,12
2,5308.04,30
21,5187.03,61
5,4125.07,21
13,5198.04,42
4,7648.16,4
7,6787.02,6
21,5626.15,102
18,5419.04,119
16,5484.09,201
21,6209.05,9
17,3428.04,2
8,4640.01,35
18,6913.03,4
12,3991.04,3
12,4120.02,5
11,4131.03,29
23,7243.04,24
18,6638.01,85
17,4931.05,78
7,7835.1,5
6,6857.09,21
20,8141.05,8
23,6398.06,33
12,7243.04,142
7,5956.05,27
15,5288.09,71
8,4196.01,4
19,3093.07,10
9,6759.15,66
1,8209.01,1
19,7126.01,40
14,6128.04,13
2,5847.06,11
15,6115.09,116
17,4074.14,105
4,5669.10,3
18,8182.02,3
12,3507.04,18
7,6022.04,88
7,7793.02,19
17,4500.07,21
14,8613.09,20
23,8752.01,3
1,7121.02,3
22,3327.01,1
19,8206.17,19
3,6191.06,3
7,6532.06,211
21,6541.03,54
20,7344.01,32
22,7662.13,13
21,5359.11,51
20,8474.02,7
12,6297.08,109
1,5669.12,22
9,6526.05,299
22,5980.07,122
21,6492.04,70
16,3984.02,50
17,5270.09,166
8,7769.06,61
13,7991.01,12
15,8876.04,4
11,6638.01,50
9,4807.02,31
19,4982.02,14
14,7579.11,62
20,5453.06,105
20,4086.05,4
9,3431.02,26
11,6134.03,17
7,7340.06,81
8,3943.03,12
19,6155.03,2
17,7463.09,56
8,3877.04,2
22,4687.03,2
17,5084.03,36
19,6474.11,207
17,3950.03,4
9,6209.08,38
20,5045.05,41
9,5359.11,88
12,6401.03,14
18,5093.01,39
11,5247.10,27
9,4654.01,23
16,3229.07,2
6,3776.10,1
22,4689.03,41
10,7293.10,20
17,6814.01,53
0,8036.05,8
14,4298.05,37
22,4522.07,24
6,5896.01,80
13,6089.11,109
22,5414.07,40
20,5470.02,49
1,6303.01,15
12,4157.15,77
17,3457.03,45
9,6644.07,113
13,7220.01,3
6,4479.10,13
15,6526.01,161
0,6854.05,35
4,4821.03,1
11,8346.06,2
3,4727.06,2
14,6131.13,195
12,7074.01,10
16,8033.09,43
15,6662.09,20
9,6254.06,51
21,6197.11,145
22,7571.01,6
6,5368.03,51
1,4476.03,10
16,4715.01,39
14,5453.06,124
4,7504.19,2
21,6072.11,137
3,6816.07,22
1,6297.08,12
12,4137.14,11
16,6119.01,20
1,6747.06,15
20,5108.01,50
11,6787.02,4
8,4832.07,44
1,5506.1,3
11,6599.01,20
14,5470.12,110
6,5159.07,47
13,8520.01,7
19,5250.05,58
23,6505.09,8
18,4680.05,24
1,3999.06,1
0,4028.03,3
10,3208.07,11
8,5788.12,97
12,4077.07,59
17,8249.1,21
15,5097.02,12
19,7575.01,5
17,8110.04,16
5,5409.02,2
4,4494.04,1
9,6740.01,33
0,8586.09,3
6,7210.07,6
11,6314.02,11
8,7737.06,8
0,8605.06,2
14,6505.09,37
12,4249.10,17
15,3950.03,11
4,5752.07,3
0,8336.02,8
20,6432.11,159
7,7443.17,36
7,3312.07,9
10,6364.1,114
21,4546.05,23
20,4611.03,57
22,5779.09,28
13,7687.05,9
12,7927.08,11
7,6364.07,350
17,6969.08,67
16,7974.01,17
18,4546.06,58
19,3211.06,13
20,7281.09,77
15,8107.10,12
23,5125.07,25
3,4847.03,14
20,6364.1,149
12,5024.1,39
14,6779.04,121
18,5343.11,225
8,8041.07,24
16,5430.08,74
2,5164.05,11
18,3593.1,67
7,4246.02,30
15,6379.03,173
17,5117.05,97
18,6392.02,6
14,5947.04,217
14,8707.04,10
18,4483.10,8
3,7727.08,3
19,4798.02,10
11,4119.04,47
19,6492.08,122
11,4440.02,1
10,7407.13,59
19,3275.03,12
12,6425.04,145
10,6098.12,113
3,5572.07,1
11,3934.06,4
3,8362.02,1
13,4718.08,53
15,4853.06,27
9,8005.08,3
7,3448.02,35
22,5430.08,26
21,6889.12,53
10,6025.08,18
0,4181.10,3
23,6212.08,13
13,5905.14,328
17,2898.01,27
23,4640.01,13
23,6290.13,6
9,4366.01,12
12,4249.1,23
4,7291.06,1
20,6450.12,96
2,6526.05,30
20,6090.03,16
15,6249.02,10
2,8107.1,2
18,6596.10,9
10,4847.03,32
10,5170.01,10
21,6076.02,2
17,8085.09,13
5,5065.14,28
13,8559.04,3
23,8044.09,1
12,7719.13,4
8,6732.01,77
1,5134.09,13
23,5414.07,29
7,7974.01,8
16,4042.08,76
2,5045.05,1
3,5382.06,10
15,6585.11,7
2,7606.01,3
21,5489.04,30
1,7741.04,1
15,5168.04,5
0,6727.02,2
10,6593.15,89
18,5436.11,63
1,6839.10,12
6,5276.04,23
19,3400.04,8
0,5453.06,30
21,3722.04,36
10,7323.09,129
6,7595.17,24
16,4222.02,80
6,7524.16,19
17,6310.06,108
23,3121.01,1
3,4816.05,3
12,4231.04,83
22,6495.17,33
9,4455.11,90
10,8272.08,2
3,7879.01,5
9,6313.10,68
23,4290.06,11
8,6374.05,1
22,6134.03,9
8,8369.08,22
12,8778.01,5
8,4968.03,117
7,6115.09,22
19,6215.07,263
12,4208.01,44
14,4663.06,14
17,5669.12,135
7,8225.05,8
13,6158.06,10
14,6850.01,67
13,7925.04,7
11,5453.06,100
8,4134.06,72
7,6847.05,40
1,7212.05,24
15,7386.1,27
14,3157.08,35
16,7981.16,22
12,3315.05,6
8,6483.06,67
11,8353.02,5
10,3431.02,10
17,8005.03,20
12,4066.15,58
14,6098.10,109
18,4205.06,27
15,6492.04,238
18,6099.02,5
7,4025.02,59
19,3552.09,23
23,6921.04,3
8,4596.05,81
3,5788.16,16
12,8635.08,8
6,7925.04,1
13,6585.11,15
17,7121.02,15
20,5570.04,5
5,7898.03,13
1,6644.07,24
15,8092.06,30
22,6180.05,2
9,6996.01,34
15,3344.02,89
13,4196.01,11
23,7504.18,17
22,3157.08,7
6,5481.04,25
1,6667.04,7
23,4476.03,9
20,6194.06,1
0,5752.07,18
17,4354.07,136
15,6425.04,254
7,6140.05,144
10,4190.06,47
3,6560.01,11
10,5175.08,76
3,5920.03,3
1,5351.07,14
2,4987.06,2
1,7161.08,10
9,3596.04,14
7,3498.09,32
3,4422.05,2
19,6877.06,6
12,6638.01,61
16,5247.10,71
10,6218.04,22
12,7606.01,122
11,4735.16,18
23,8000.02,5
1,4987.06,5
13,7119.04,21
1,5923.02,1
19,4237.02,21
18,6137.04,61
12,7658.13,71
14,7940.04,4
4,6398.08,3
20,6927.03,2
16,6098.12,252
11,7003.06,34
12,4748.07,70
7,4237.02,18
19,7903.02,24
16,6260.04,28
16,6303.01,295
15,6157.04,154
9,4519.04,38
6,6373.07,76
16,6374.05,7
19,3779.02,4
14,8281.06,23
7,3853.02,21
17,6585.11,12
0,6893.1,4
23,6766.03,18
21,4354.07,78
11,5406.02,153
13,7386.10,20
9,4010.15,73
8,4181.10,12
8,6495.17,42
18,5905.12,484
12,6185.07,19
10,4735.03,9
11,5610.09,121
8,3742.11,17
6,8084.03,2
17,6190.08,271
17,5326.06,41
3,7146.04,1
8,8646.02,9
13,6925.09,202
20,7954.12,27
11,6435.03,22
11,4095.10,18
13,4816.05,8
10,6692.03,6
11,6915.02,46
8,4553.04,116
9,7858.02,8
9,5036.06,21
19,6920.03,177
1,5659.11,30
7,6932.14,39
13,7719.13,2
4,4680.05,9
8,7870.02,13
16,5259.06,64
5,8072.06,5
17,8336.02,37
13,7338.02,104
16,3803.09,156
16,3202.06,16
21,5198.04,40
21,5207.01,80
9,8474.02,6
18,4623.02,21
15,6314.02,19
13,3266.01,6
22,6258.03,4
17,7204.08,165
18,8212.01,17
23,2782.02,3
13,3376.02,20
17,4668.08,79
0,7814.01,6
11,8069.01,18
20,6316.05,14
14,3648.08,27
0,7023.09,12
10,7642.04,1
17,7458.03,110
10,6839.10,34
22,2961.05,4
15,7879.01,81
17,4345.11,111
17,4437.01,99
9,4724.03,77
7,5788.16,142
8,4954.07,11
2,5279.03,4
10,5887.03,3
12,4095.10,9
11,5752.09,69
21,4889.06,5
5,5755.14,5
12,6847.05,112
10,6276.02,8
16,7204.08,125
13,4249.10,12
16,8209.01,5
23,3950.03,2
0,7643.18,9
13,5785.10,7
20,7610.13,39
17,4962.01,80
17,7057.07,107
13,4319.07,66
0,8278.05,7
16,5190.07,91
18,7538.14,111
0,6572.08,19
11,5545.04,118
7,7903.02,47
9,6405.03,6
19,6627.12,13
16,6137.04,21
16,6483.06,154
7,7123.04,259
20,6030.06,120
3,4290.06,2
0,4623.02,2
5,7670.09,11
13,3862.07,18
20,5065.10,23
20,4756.04,20
15,4735.16,11
15,4455.11,82
12,5291.05,114
0,5532.01,11
21,3526.04,1
22,5159.07,12
9,5602.06,38
10,6912.01,222
7,4263.12,44
7,7522.02,77
9,8650.11,11
6,8550.01,1
9,5379.1,109
19,5977.01,44
8,8462.09,11
13,6171.02,10
13,5593.02,78
8,5247.10,36
0,8194.07,15
7,8575.02,13
11,6349.03,11
21,8715.06,1
2,5430.10,2
10,3739.06,8
15,8114.02,8
7,3628.11,99
12,5746.02,223
11,7026.08,56
9,6179.07,50
20,7414.17,30
1,4371.01,12
3,5430.10,5
20,7622.12,14
19,7703.14,9
20,5440.05,10
15,5291.05,131
18,7670.09,51
19,7432.04,68
19,3532.02,1
9,3507.04,19
20,6756.05,165
1,5593.02,23
14,5540.06,5
22,6526.05,104
21,6960.10,1
9,7981.16,22
10,7835.10,7
11,5947.04,174
8,7701.21,81
14,6529.02,22
6,5170.01,8
2,6098.10,9
23,5433.04,11
18,7680.03,169
3,6991.12,1
0,5613.04,10
23,3428.04,5
13,7981.16,24
14,3728.05,9
15,4971.01,23
2,6762.04,11
18,6319.07,119
16,3117.05,26
2,3928.08,5
0,7687.05,9
12,7643.18,32
18,3922.02,88
4,3312.07,2
14,6998.08,194
1,7154.07,11
20,6638.01,72
17,5065.14,115
8,6579.03,4
15,7957.11,12
12,8249.1,8
17,4151.01,70
14,6025.08,20
20,6518.08,25
8,8897.05,8
21,3699.07,22
9,4921.04,8
5,7126.01,17
15,7256.01,17
10,4404.10,12
9,3135.04,3
11,8507.02,4
6,4748.07,15
20,5369.01,10
8,5170.01,5
9,7974.01,15
22,2872.02,1
19,6594.02,11
11,3699.07,27
17,8020.01,9
0,3811.05,2
14,4253.02,16
7,5905.14,107
18,6174.03,9
14,7868.05,15
18,4732.04,57
19,5340.01,276
11,4534.06,24
11,8226.07,26
20,4055.04,2
21,5270.05,50
8,6937.07,13
14,6332.06,52
3,6138.02,2
0,6538.11,11
15,3117.05,10
13,5956.05,7
4,7756.10,5
15,5575.13,42
16,6258.03,11
15,4322.06,85
9,4903.09,13
22,5788.12,44
11,4987.06,28
16,7948.10,8
21,8526.03,9
19,7233.05,17
18,3728.05,10
20,6297.07,59
8,5036.06,32
20,6197.11,155
7,5430.10,12
2,8494.06,1
13,5805.07,130
17,6200.03,11
3,5721.07,11
17,5348.02,240
6,8435.04,7
8,8778.01,1
22,8547.04,3
21,6423.03,1
15,7748.02,26
13,7622.12,36
13,5024.1,31
16,7161.08,190
17,6509.07,7
10,8766.03,4
10,5869.04,102
17,5575.08,23
18,6098.12,405
16,5326.06,63
18,4154.02,7
14,8667.01,8
17,6964.05,3
5,6670.03,5
0,4987.06,9
22,7170.04,5
6,5217.03,10
17,5987.03,5
20,6148.02,100
16,5065.04,117
13,5323.06,32
17,7735.23,42
8,7580.01,277
21,5117.05,50
20,4826.04,14
16,6313.10,76
8,6046.02,203
20,8272.01,2
18,6753.08,384
18,6505.09,69
18,5004.02,43
15,6884.03,188
18,8699.01,6
20,4623.02,16
12,6365.10,7
14,4824.03,60
18,5626.15,214
1,4366.10,2
18,4096.08,3
1,8100.01,1
4,4214.04,1
8,4157.15,47
12,6498.09,92
7,8624.01,11
6,6611.02,138
1,6425.04,19
21,7034.09,5
2,4759.02,38
20,6453.02,26
22,5962.04,1
13,6122.09,158
10,8782.01,13
8,5772.05,161
22,4461.04,72
15,6222.04,4
15,7511.19,199
15,6709.01,13
16,8241.07,14
16,5198.04,70
11,6289.06,162
7,4546.05,44
8,6599.01,15
1,4199.12,7
13,7580.01,153
18,6709.01,5
13,4151.01,62
23,4317.05,14
0,6779.04,15
22,5669.12,56
19,3439.03,24
21,8092.06,12
21,6599.01,23
21,5558.04,35
13,8242.04,9
9,3359.01,13
2,5659.11,14
9,3925.03,3
16,5506.14,114
21,5515.02,76
3,4628.05,3
15,8103.05,48
12,5887.03,11
20,7788.13,18
19,4880.11,10
14,8711.02,15
0,5669.12,27
20,7981.16,24
17,6300.04,43
14,5279.03,91
11,4007.01,14
21,6505.09,30
21,3199.01,7
10,6532.06,67
0,8299.03,5
19,7627.10,32
15,6323.11,11
12,3628.11,53
8,5382.06,184
5,3090.06,2
8,4751.01,23
6,4596.09,25
13,7456.03,43
7,7354.01,143
18,8052.01,5
12,7858.02,13
8,6915.02,61
7,6237.01,16
21,7293.10,11
13,4962.02,24
23,5411.07,22
1,4656.03,6
13,4645.09,74
13,6185.04,10
14,8021.11,50
11,2898.01,30
20,7643.18,29
12,8682.06,4
17,7957.11,11
13,3356.07,8
21,7079.06,74
14,3113.10,3
7,6173.08,106
19,6072.11,297
3,5059.02,5
20,5374.01,203
16,7587.16,73
19,5270.09,96
0,8667.01,3
12,3199.01,24
4,6529.02,2
6,8212.01,4
8,7538.18,128
11,3507.04,20
1,6514.08,2
21,3596.04,3
10,6560.15,133
6,6254.06,15
1,6638.01,10
9,6676.02,185
14,4330.09,31
1,7563.06,2
19,7774.02,33
21,4568.01,10
4,3879.04,2
18,8467.03,7
2,6840.02,1
13,8715.06,4
16,8799.01,21
11,4125.07,146
11,6626.11,55
11,4322.06,58
13,6865.03,55
15,3187.01,4
10,3379.03,8
5,5769.06,13
13,6307.07,22
18,3639.04,1
11,6596.10,13
10,7903.02,33
14,5235.05,143
22,8776.02,1
16,5971.08,145
18,6323.04,13
20,8425.01,8
18,7577.27,90
14,3000.08,14
8,4202.04,34
15,7023.09,118
15,8009.05,23
11,3680.04,2
9,6258.02,4
12,5523.02,126
12,6709.01,7
14,6644.07,121
1,6526.01,12
15,4107.13,96
21,6814.01,33
2,7756.10,9
10,6563.12,33
8,6798.01,41
14,6920.03,181
0,4357.01,6
19,6896.16,117
6,7713.11,20
7,6001.01,11
20,4187.04,2
20,5219.05,34
18,5779.08,189
10,7851.04,33
9,5880.02,204
2,8194.07,3
2,4663.06,4
12,6659.01,55
9,5593.01,254
22,7284.01,8
23,5436.11,8
0,4263.12,12
7,4285.09,2
7,3426.02,10
15,8766.03,6
2,4735.16,9
11,7657.03,2
17,4348.07,83
7,8033.09,14
19,6379.03,99
14,4963.13,10
21,5430.10,22
11,7188.10,26
0,6629.06,24
14,8410.10,4
19,5669.10,45
22,6179.07,13
10,5034.03,30
17,6756.05,273
7,8186.01,6
18,6527.07,12
3,6267.08,3
20,5905.14,267
3,6171.02,2
11,8123.06,25
18,8356.02,18
14,7504.19,34
11,6079.03,135
6,4543.07,43
19,6524.09,1
22,4993.15,14
17,4687.03,7
6,5175.08,43
2,4903.09,4
6,6825.03,8
14,8720.02,3
17,5359.13,129
3,4452.01,8
4,5779.09,4
5,5235.05,14
13,4781.03,48
8,6119.01,8
18,6729.02,21
3,4971.01,10
6,5470.10,3
6,6786.02,91
20,4550.05,14
20,5470.10,28
17,8397.02,29
0,6425.04,29
18,6822.09,615
4,8257.03,4
20,5400.05,46
12,5471.04,3
20,7701.21,29
19,7541.01,166
20,6119.01,2
20,6599.01,27
0,7504.19,7
16,7992.04,33
17,3576.1,2
15,5430.10,51
7,7260.09,217
2,3699.07,3
1,3129.08,3
23,5896.01,33
18,8210.01,10
22,5955.12,71
16,5282.02,33
18,6948.1,270
9,5769.06,113
15,6855.02,6
8,6505.09,28
12,5610.09,122
13,5886.13,227
13,4735.16,13
16,5159.07,70
23,6425.04,52
17,6119.01,14
3,4319.07,2
19,5145.02,33
20,3341.06,2
16,3460.06,1
11,4261.03,12
0,6709.05,5
6,7722.06,10
1,6668.06,1
16,6460.06,16
21,3022.01,6
7,6319.03,18
23,8362.09,1
22,5351.07,53
14,4437.01,80
13,5930.02,23
20,7680.03,75
11,5073.07,47
17,7606.01,118
1,7577.27,7
21,6191.04,6
7,3132.09,11
16,5238.05,135
8,3166.03,25
10,4632.1,18
8,5779.1,163
22,5247.10,23
17,7212.05,355
10,2782.02,5
12,6207.06,22
10,6297.08,81
7,4608.01,10
4,7293.1,1
5,6774.13,4
14,4611.03,106
17,4663.06,19
17,7338.02,140
20,7511.19,56
13,6194.06,9
11,7979.17,13
18,5297.02,382
0,8859.03,3
8,8776.02,3
0,8249.1,3
8,6013.12,251
7,7511.19,119
14,3199.01,22
