hour,start_station_id,ride_count
21,8049.1,1
10,8084.03,2
7,8427.05,1
8,7983.02,1
6,8005.08,2
3,6462.05,1
3,4413.08,1
4,5902.07,1
12,6033.01,2
3,8049.05,1
23,7068.07,7
2,3704.04,1
6,7737.06,1
4,4422.04,1
17,8216.02,1
5,7803.02,2
4,8394.15,1
2,7935.07,3
1,7935.07,1
3,3303.03,1
9,4990.02,1
16,7642.04,2
6,8325.12,4
9,8325.12,5
6,3625.04,2
6,4325.03,1
2,5128.04,2
8,8802.05,1
11,8281.06,1
10,8130.02,2
2,6596.1,1
2,8157.06,1
2,8325.08,1
19,3205.06,1
2,5198.04,1
2,7650.05,1
23,6188.04,1
1,7948.1,1
2,6569.08,1
1,8107.1,2
5,8144.09,1
21,8064.03,1
22,8064.03,1
4,8226.05,1
22,8024.05,1
22,6264.06,1
4,7183.03,2
2,6943.07,2
9,8167.04,2
9,6185.04,2
10,5987.03,1
3,7388.1,1
5,4060.09,2
13,8387.03,4
3,8427.05,1
5,8427.05,1
5,6273.03,1
5,4134.06,5
21,6143.01,1
3,5108.01,1
4,3791.02,1
2,3504.02,1
23,8080.01,1
4,6981.16,2
20,4920.13,2
0,3327.01,1
4,3199.01,1
4,5247.1,1
3,6978.04,2
3,4425.02,1
8,8356.04,3
10,8605.06,4
3,4419.03,2
6,8699.01,4
3,4116.08,4
11,8478.11,3
6,7967.04,3
3,7311.02,3
1,4781.03,1
18,2912.08,1
1,7154.1,1
21,8849.03,1
9,8849.03,2
0,6743.06,1
22,6741.03,1
4,4131.03,2
2,3593.1,2
8,8811.01,2
15,3382.04,2
20,6645.06,1
5,5755.09,1
0,5241.02,1
1,3266.01,2
11,5510.05,1
10,6346.07,1
7,8806.01,1
2,6325.01,1
6,4771.07,1
4,4246.02,1
4,8344.09,1
2,7026.08,2
18,7883.09,1
1,6814.01,1
3,7837.3,2
23,7888.1,1
5,6840.02,1
18,8802.05,1
4,3651.04,4
10,8451.07,1
19,8799.01,2
4,6765.01,1
13,6885.01,2
4,4862.04,1
9,5540.06,1
1,6729.02,1
10,6921.04,4
2,6174.03,1
5,3388.02,1
2,3588.01,2
1,4110.1,1
6,3148.09,1
19,3187.01,1
5,4416.1,1
3,4762.05,1
20,6468.01,2
2,4380.08,2
23,3564.04,1
21,6225.03,2
14,5579.02,1
3,4668.08,1
6,3309.04,1
18,5731.03,2
5,3620.02,2
7,3981.1,2
1,3457.03,2
23,3981.1,3
22,6191.04,1
3,3960.01,1
23,3940.04,1
21,4086.05,1
3,3547.04,2
2,3966.01,1
14,3164.04,2
4,7992.04,1
1,5326.06,1
6,7858.02,1
19,8828.02,2
19,5611.04,1
22,3845.05,1
4,6989.07,1
14,2971.02,1
15,2971.02,1
0,3172.01,1
2,8108.02,4
2,6417.11,1
20,6848.04,1
3,3376.04,2
0,3180.09,1
14,3391.1,1
20,8485.01,1
1,8210.01,1
9,8811.01,2
17,5471.04,1
8,7696.07,1
19,8076.08,3
1,7627.1,1
6,6110.01,1
4,8299.03,2
5,8013.07,1
2,7032.02,1
22,6654.05,2
1,5501.06,1
3,8085.13,1
21,3567.05,1
22,7777.02,2
7,6465.04,1
22,7981.27,6
0,3303.03,1
21,3504.02,2
3,7652.04,1
5,8052.02,1
5,3431.02,1
9,8353.02,1
2,7842.16,1
2,5433.04,2
17,4765.07,1
13,8876.04,1
2,5369.01,1
6,4994.1,1
19,6642.08,1
22,6119.01,3
3,8107.1,2
2,8535.09,1
9,8362.09,2
15,7922.01,1
2,4587.02,1
6,5998.09,5
2,4175.14,3
5,6817.15,4
5,7970.05,1
22,3850.03,2
9,7966.02,1
19,7905.05,3
4,7945.03,1
3,8060.01,2
4,6608.09,4
2,6298.04,1
22,8044.09,2
6,8153.1,4
5,7935.07,1
7,5806.01,3
8,6165.06,1
15,8080.01,1
21,8268.08,1
8,5806.01,1
5,8111.04,13
7,8268.08,3
22,8081.01,1
17,7888.1,1
1,6787.02,1
1,7793.02,1
22,4013.08,1
5,6969.08,3
2,3140.09,1
3,4956.02,1
5,4665.02,3
1,6276.02,1
5,6493.03,6
1,7803.08,1
4,6533.02,1
3,5470.12,2
14,4055.04,1
5,5329.03,4
2,4258.07,4
5,3911.05,6
4,5679.05,2
4,4614.04,1
12,3246.06,2
1,4137.1,1
3,4157.15,1
4,4023.05,1
3,6234.01,1
3,7667.04,1
2,5288.09,3
7,8664.06,1
0,7821.01,1
5,8631.03,6
0,6276.05,2
2,4298.05,1
5,3535.03,2
1,8601.04,1
1,3211.06,3
2,6941.03,1
10,4096.08,2
3,4522.07,3
3,4334.02,1
7,6426.05,1
4,4334.02,1
2,6441.02,1
4,6668.06,1
18,8472.06,2
21,3451.01,2
23,8048.01,1
0,8064.03,1
5,4055.04,1
6,8366.06,2
12,3019.03,2
8,3707.01,4
5,4413.08,3
23,3552.09,3
20,8590.01,1
4,4001.09,1
14,7696.07,2
12,8756.07,2
5,8510.02,1
23,7032.02,1
12,8456.05,1
10,8456.05,2
22,6603.06,2
21,2861.02,1
3,4861.05,2
20,3567.05,2
9,8407.03,2
21,8428.04,1
21,8099.04,2
16,8044.09,2
5,7795.09,1
5,3555.04,1
14,3229.07,2
10,8080.01,2
6,8196.02,4
18,8196.02,4
23,3318.05,1
2,6964.05,1
1,3093.07,1
6,8265.09,1
5,4031.05,1
4,4522.07,1
7,8550.01,1
16,8491.07,1
20,8281.06,4
4,4479.1,4
4,8092.06,2
9,8469.05,1
4,6451.07,2
0,8107.1,3
22,5917.02,1
11,8472.06,3
21,8478.11,1
2,6401.03,1
5,7009.06,3
2,7009.06,1
7,3172.01,2
18,6817.15,1
5,7391.02,2
6,3155.01,2
8,3155.01,2
2,3463.01,1
23,7905.05,3
22,3376.04,4
2,6743.06,2
22,7905.05,1
11,3495.08,2
0,5688.02,5
8,5688.02,12
19,6070.05,2
1,6143.01,1
1,6718.02,1
10,3121.01,1
3,3278.07,1
4,5409.02,1
1,6621.06,2
10,3423.1,1
14,6191.04,5
5,8236.01,3
14,8080.01,4
19,7883.09,2
5,4220.02,2
6,6935.01,1
21,6692.03,1
23,6994.06,1
1,2984.04,1
21,5764.02,2
20,5764.02,3
22,8205.05,2
0,4904.03,1
19,8451.07,1
1,6596.1,1
10,6927.03,1
8,7835.1,1
8,5953.03,4
4,3975.02,1
3,3975.02,3
2,6276.02,2
11,3084.05,1
9,6683.01,1
14,8478.11,1
6,4751.01,4
17,6255.02,1
7,8579.03,3
3,8636.04,1
5,3038.08,2
4,3914.02,1
11,2912.08,3
11,8456.02,1
22,6475.07,2
0,4048.03,1
1,8619.02,2
1,5509.02,1
5,6340.09,1
14,8410.1,1
8,6295.07,1
22,6729.02,2
8,5540.06,5
7,5845.02,2
4,5430.1,1
20,7256.01,3
0,4812.04,1
2,2821.05,1
8,8478.11,2
4,8025.01,1
11,6533.02,1
0,7987.14,1
5,3155.01,1
3,7967.04,1
3,4258.07,2
8,6110.01,12
5,4927.04,2
12,6660.05,1
13,8494.06,2
3,3579.04,1
7,7060.02,12
21,8216.02,2
8,6143.01,1
0,6143.01,1
0,6380.1,1
21,6527.07,2
4,8447.07,1
2,6260.04,2
9,3504.02,1
1,8325.12,2
23,6304.04,1
5,5492.05,2
10,8465.01,2
3,3596.04,2
20,8550.04,2
3,8092.06,1
2,4914.03,1
6,5953.03,1
4,6659.1,1
1,6401.03,1
3,4193.14,3
1,6116.03,3
7,8183.02,6
6,5520.09,3
22,6703.06,2
6,5611.05,1
13,8879.02,3
14,8879.02,3
4,8012.04,1
7,7032.02,5
21,5053.01,1
7,6298.04,1
1,5881.01,1
8,6448.07,1
3,7220.01,4
6,6527.07,1
5,4651.02,24
4,6207.06,2
2,5436.09,3
2,6090.03,2
5,5772.05,3
2,5923.02,1
12,8077.07,1
20,6014.01,1
12,5611.05,1
6,5430.08,17
3,6535.04,1
9,8879.02,2
6,5470.1,4
1,8535.01,1
4,8088.01,2
4,4016.03,3
10,6033.01,2
9,6033.01,1
22,6618.02,2
4,6890.01,8
21,4048.03,1
3,4077.07,3
0,5168.04,2
14,6165.06,1
5,8348.02,1
23,8081.01,3
1,3791.02,2
6,3157.08,2
6,5059.02,1
23,5503.01,2
3,4488.08,1
13,8111.04,2
3,4987.06,1
15,6028.01,5
15,7719.13,1
9,5953.03,5
1,7853.01,3
11,8194.06,2
20,7152.10,4
4,7152.10,1
4,7910.01,1
3,7233.05,1
11,8306.03,1
3,4042.08,4
13,8025.01,2
15,6255.02,3
5,8024.05,2
4,5065.12,1
4,8085.05,2
1,8252.03,2
9,8076.08,1
0,7849.10,1
23,7388.10,4
13,4120.02,1
2,8054.04,1
4,8387.03,1
4,6323.04,1
5,7723.01,8
3,6662.01,1
22,6949.03,1
4,7903.02,4
0,8072.06,1
5,8099.04,4
4,7935.07,1
4,4936.21,1
4,6869.06,1
10,8040.03,2
3,4007.01,1
8,8416.10,1
19,8379.07,2
13,4096.08,1
4,8639.01,1
6,6524.09,2
2,7809.13,1
2,4425.02,1
17,6329.06,3
2,6723.10,2
16,8535.09,2
23,6141.02,1
1,7932.10,3
4,6457.06,1
7,6290.13,2
18,8277.03,1
20,7987.14,2
2,7293.10,2
11,6763.08,1
1,8016.07,1
1,6365.10,2
6,7966.02,1
6,8441.05,1
5,6614.01,2
0,8547.04,2
2,6741.03,1
6,3495.08,7
9,8483.02,1
21,3564.04,5
6,6143.05,22
3,5794.05,1
1,4404.10,1
5,5501.06,1
6,8811.01,1
0,6062.03,1
17,5510.02,1
5,8004.03,1
3,6569.09,1
9,7781.10,3
0,6319.04,1
3,7084.12,1
3,8615.01,2
23,7981.27,5
15,6960.10,1
23,6960.10,1
14,3278.07,1
21,8257.03,1
2,6527.07,1
5,6191.04,1
15,6173.08_Pillar,1
1,7204.08,2
12,6905.02,1
14,3178.02,5
12,6180.05,1
9,3019.02,1
5,7738.04,2
0,4416.10,2
20,3532.02,1
21,8505.08,1
5,6839.10,3
2,7014.12,2
20,8384.03,2
2,4055.04,1
17,6138.02,1
7,4146.02,3
12,4146.02,1
5,4146.02,2
20,4113.01,3
0,8119.05,2
16,3991.04,1
7,3991.04,3
21,8407.03,1
23,8664.06,1
11,8190.03,1
3,4945.06,1
22,5945.01,1
6,8456.02,1
3,8190.03,1
4,6948.10,1
0,3834.10,1
6,4301.07,3
1,5510.05,2
5,4301.07,1
6,8366.07,2
4,8366.07,4
4,7579.01,1
0,8327.15,1
5,6105.02,1
4,7821.01,1
10,8558.01,1
1,8307.05,1
8,8307.05,6
15,5962.04,1
16,8416.10,1
11,4072.02,2
7,4366.10,3
10,8379.07,1
5,3925.03,2
2,8225.05,1
0,5878.02,5
9,8145.03,2
18,8145.03,8
22,6090.03,1
4,5379.10,2
4,8478.11,1
19,7691.05,4
2,8048.04,1
10,7970.05,2
1,3148.09,1
11,3019.03,1
20,3019.03,2
0,3400.04,1
4,6234.04,1
3,6234.04,1
5,5450.04,2
4,7966.02,2
3,5788.15,8
2,4028.03,1
2,6056.02,2
9,8403.02,4
7,7905.05,2
20,7849.10,5
5,3874.01,4
1,5997.10,1
0,7627.10,1
1,8096.02,1
2,7716.19,1
23,8049.05,1
0,7727.08,2
3,7814.01,1
22,6037.02,1
14,8494.06,3
11,7820.05,3
20,8096.02,7
5,5235.10,1
2,7891.06,1
1,3742.11,1
2,7579.11,1
3,4228.02,3
8,7781.10,3
23,4821.10,2
3,7707.08,1
6,8100.01,13
10,7767.06,1
14,5731.03,2
8,8362.02,2
21,8772.06,1
1,6346.07,1
1,6740.10,1
3,4494.04,2
2,4432.10,1
9,3278.07,3
17,8358.10,1
10,8044.09,5
4,8381.04,1
9,2821.05,2
19,8196.02,3
23,3353.04,5
10,3318.05,1
19,7642.04,3
4,2898.01,1
21,6227.02,1
19,8692.04,3
9,7883.06,2
4,7983.04,1
10,4920.13,4
6,3680.04,1
9,3885.06,2
4,8344.04,3
4,4735.16,1
6,6596.10,2
4,5829.12,2
2,7774.02,2
7,6587.04,6
5,4172.04,1
8,6978.04,6
4,6779.05,4
18,3776.10,2
23,7152.10,1
2,6659.10,1
1,4945.06,2
8,5992.02,2
23,7940.04,1
8,7391.02,4
2,7121.13,1
8,3286.07,2
4,4055.04,1
9,6076.02,1
4,5997.10,2
5,6157.04,3
5,4357.01,2
13,3567.05,3
22,5579.02,1
1,6465.04,1
23,4732.08,1
4,5388.01,1
1,5115.05,3
1,3504.02,1
18,3350.04,1
15,3318.05,3
1,6423.03,1
0,6576.07,2
1,6935.01,1
23,3157.08,4
3,6935.01,1
1,3776.05,1
18,3680.04,5
1,6709.05,1
1,7186.15,2
3,4181.10,1
4,5210.01,1
17,8559.04,2
22,5138.03,2
4,3633.08,3
6,8306.03,3
8,8284.01,4
6,8254.01,2
2,4895.15,2
22,7654.04,2
6,8024.05,3
10,7966.02,5
6,8076.08,1
23,8206.17,2
2,7735.23,2
16,3019.03,2
16,4023.01,2
4,5581.01,1
18,8636.04,3
5,3991.04,1
8,8104.10,2
11,3341.06,2
5,7152.10,1
18,5431.01,1
0,7625.18,2
15,5510.05,1
15,7642.04,2
23,7984.04,4
22,8249.10,3
8,8249.10,1
19,5273.01,2
4,8358.03,2
15,3423.10,1
21,4862.07,4
6,8532.03,2
4,3480.04,2
22,4798.02,1
3,8379.06,1
6,4939.07,2
17,7867.04,2
18,3300.06,2
19,5160.01,2
3,7803.08,1
2,7769.06,1
0,8107.10,1
22,8145.03,3
0,3588.01,1
5,5379.10,1
14,8095.06,3
19,6727.02,4
22,8828.02,1
2,6727.02,1
0,3776.10,1
3,5473.06,2
12,8095.06,3
8,6020.02,1
12,4933.03,1
19,7844.05,2
1,3451.01,1
1,7870.02,1
3,7738.04,1
22,4110.10,4
0,3180.02,1
13,8077.07,2
5,4196.05,1
5,4692.01,1
0,4781.03,2
13,3155.01,2
13,8245.03,3
10,8229.04,4
10,8064.03,1
4,6848.04,1
1,4467.03,1
5,8441.01,2
5,5057.09,1
22,7849.10,5
21,6810.01,2
6,8060.01,4
3,5623.03,4
4,7798.02,2
0,5851.01,1
1,3728.05,2
3,6319.01,1
21,6913.03,1
4,5914.03,1
1,6273.03,1
3,7820.05,2
14,6417.04,2
11,3460.05,4
8,3460.06,1
3,5669.10,1
6,6448.07,1
1,8428.04,3
3,6465.04,1
23,5123.07,2
5,5458.02,2
21,6358.05,2
22,8327.15,2
2,7737.06,1
23,7737.06,1
1,4086.05,1
5,5308.04,4
6,8344.09,1
4,6941.03,2
17,8859.03,3
22,7983.04,1
7,3350.04,1
5,6603.07,1
16,7888.1,3
21,8118.02,2
2,5922.08,1
1,3318.05,3
9,7888.1,1
16,6970.02,1
5,3651.04,3
17,8876.04,1
2,5956.04,1
11,8802.05,1
13,8802.05,1
16,5401.03,1
5,8033.09,1
9,8130.02,3
3,7940.02,1
5,5845.02,2
6,6490.02,1
5,6209.05,1
12,6727.02,5
3,2984.04,1
12,8776.02,2
0,6627.12,1
18,3087.01,4
5,6283.05,2
16,8732.04,1
22,8346.06,2
19,7613.04,1
21,5611.05,1
14,5611.05,1
3,5470.1,1
6,7696.07,1
18,8430.03,1
5,8049.1,1
1,3113.1,1
4,8456.05,1
6,6701.05,1
23,3113.1,1
23,7809.13,5
3,6191.04,2
20,6146.01,1
9,8111.04,2
10,8111.04,1
5,3166.03,1
10,7948.1,2
2,8156.03,3
5,5351.03,4
4,8285.09,1
0,8145.03,2
21,8194.06,6
6,6276.02,1
23,6167.03,4
2,4491.09,7
6,8502.04,1
1,4375.02,1
21,7803.08,3
3,4137.14,1
0,8149.09,3
22,4055.04,2
1,6468.01,4
5,8582.02,3
9,4023.01,4
20,6056.02,2
0,8590.01,1
9,6913.03,5
0,6185.07,2
4,3038.08,1
4,4212.01,2
16,2923.01,2
2,6108.03,1
16,6092.01,3
0,6645.06,1
3,4821.1,1
21,6392.02,1
23,7625.18,1
3,8213.01,1
12,6276.05,4
20,8099.04,2
0,6392.02,4
4,7188.13,1
5,3668.04,1
0,6358.05,2
3,6475.07,1
3,6325.01,1
3,6626.01,3
21,6735.03,3
4,4077.07,1
21,6231.01,3
21,8428.05,3
9,8546.06,1
1,6292.03,1
10,2872.02,1
9,4072.02,5
0,3202.06,1
9,6334.03,2
21,8303.06,2
5,4243.01,1
2,4243.01,1
1,4853.06,1
18,5392.04,4
3,8344.04,2
5,6134.03,1
3,8137.06,1
9,8325.08,11
21,6662.09,4
22,3982.01,1
3,6134.03,1
3,6258.03,1
10,7170.04,5
4,4422.05,2
3,3253.01,1
23,3243.02,1
8,6542.05,1
13,5160.01,1
11,6188.04,1
3,3950.03,1
2,3688.06,1
4,4993.13,1
3,4993.13,1
0,3975.02,2
3,7436.11,2
2,6723.1,2
3,3887.03,1
5,4962.02,1
3,4166.08,1
3,4692.01,1
3,7188.1,1
3,6700.01,3
2,7595.17,2
4,6809.07,2
1,5065.1,1
2,6517.08,2
3,5066.03,1
1,7327.01,4
11,8012.04,3
4,7627.1,1
1,6774.13,1
23,6417.04,2
2,4392.04,2
4,5947.04,2
5,5288.09,2
1,7488.24,4
2,3576.1,2
3,3704.01,1
5,3480.04,1
1,6380.1,2
4,7243.04,4
2,6735.03,3
20,8187.04,2
2,6486.07,1
22,6414.07,5
2,6414.07,1
4,7456.03,1
11,4920.13,5
2,3208.07,1
4,4994.1,1
21,6188.04,1
10,8145.03,3
17,6020.02,3
23,8144.09,1
0,6316.05,4
22,8340.01,2
3,8115.01,1
21,4202.04,7
23,8209.01,2
0,3070.04,5
6,5321.08,3
23,8392.02,1
2,8392.02,2
23,8048.04,2
16,8306.03,2
9,8233.01,3
1,8233.01,2
2,6200.03,1
22,6014.01,1
3,8149.09,3
23,8397.02,7
12,8233.01,2
17,8505.08,2
7,8025.01,3
6,8064.03,1
23,5176.04,3
4,7587.16,3
12,6155.03,3
1,6545.07,1
10,8547.04,1
17,8643.01,2
1,8441.05,1
23,8084.03,4
22,3460.01,5
21,5501.06,2
4,4217.02,3
17,3460.06,1
8,8428.04,7
2,8453.14,1
2,8601.04,3
3,4921.04,1
23,6191.04,1
5,8601.04,1
6,8183.08,1
2,8579.05,1
8,3856.03,8
4,6304.04,1
21,3315.05,1
4,7879.01,2
20,6047.03,1
1,4181.1,1
17,4203.04,1
10,7669.1,4
7,5392.04,1
4,8635.08,1
5,4939.07,2
1,7940.02,1
0,5074.08,1
2,3050.03,1
19,6180.05,1
17,6180.05,2
3,6158.02,2
9,5471.04,1
13,2961.05,2
21,2832.03,1
16,3148.09,4
5,3958.02,1
18,7391.02,1
22,7391.02,1
3,7281.09,4
10,4055.04,2
4,5076.04,6
8,3991.04,2
2,5146.03,1
20,5501.06,1
7,6417.04,5
20,5881.01,2
21,5945.01,1
0,4086.05,1
3,4880.11,1
12,5731.03,3
8,5510.05,1
1,3426.02,1
19,4129.1,3
15,5273.01,5
7,3278.07,4
1,4687.03,2
2,4632.1,2
2,4719.04,1
3,6209.08,2
10,3315.05,1
9,5806.01,1
23,6524.01,2
1,6923.2,6
0,6158.06,2
11,3300.04,1
9,6927.03,3
1,4325.03,1
5,4325.03,6
2,3943.03,1
7,3359.03,2
1,5473.03,1
2,8583.02,3
22,3776.1,1
12,8715.01,3
4,5917.02,1
22,8819.05,4
2,3188.04,1
22,3188.04,1
1,7937.15,1
3,8415.01,2
23,8284.01,2
11,3532.02,2
11,8756.03,1
17,6222.04,1
12,8643.01,2
7,6110.01,1
4,6943.07,1
17,3019.03,7
2,8123.06,3
17,3495.08,1
14,8507.02,3
4,6766.03,1
13,6913.03,1
3,7704.04,4
13,8866.01,1
6,8336.02,2
3,8065.13,1
20,8835.05,2
1,3359.01,2
12,8745.01,2
10,6567.03,2
22,6567.03,1
19,6567.03,2
9,8745.01,1
5,8511.08,2
6,8511.08,11
0,8236.01,1
18,7618.01,2
9,8752.01,1
2,5509.02,2
4,8379.06,1
0,8543.01,1
23,4977.03,2
7,4214.04,3
4,4531.05,3
17,3205.06,1
2,6254.06,1
5,4479.1,3
6,6188.04,3
14,5953.03,5
9,3178.02,1
5,4546.04,1
16,8095.06,5
4,2883.03,1
2,6978.04,2
9,8356.04,5
5,6464.08,3
1,8366.06,2
8,6180.05,1
10,8738.01,1
16,3845.05,3
12,6020.02,2
1,4455.1,2
2,7611.02,2
12,8613.09,1
0,2782.02,1
23,8381.04,3
0,3187.01,1
8,5998.09,7
11,2782.02,2
9,2932.03,5
4,3905.15,12
20,3155.01,1
3,7154.1,1
3,8018.09,1
5,6901.01,14
5,8245.03,1
8,3544.02,1
12,8366.06,2
1,7945.03,4
18,4023.01,1
23,3391.1,2
20,4023.01,2
6,6264.06,2
3,5542.04,1
6,7740.08,10
14,3019.03,7
20,4039.04,1
19,6171.02,1
23,4023.05,1
5,3625.07,2
15,3256.04,5
5,7820.05,6
22,3991.04,3
2,2951.05,1
10,8462.09,2
22,8453.14,1
4,8100.01,1
23,8432.11,1
19,8353.09,5
16,8362.02,5
8,3220.01,1
12,3121.01,2
22,8624.01,1
0,3011.03,1
2,7821.01,2
9,7618.01,1
4,4632.1,1
6,7816.14,2
9,4244.06,3
15,3019.02,1
2,5225.04,5
4,7945.07,1
23,7910.1,2
10,8268.08,1
9,8285.09,4
21,4993.13,5
5,7340.06,20
8,7991.01,2
1,8272.01,4
21,6240.05,4
13,6014.01,3
18,7654.04,5
5,5470.12,4
23,7830.03,2
7,6155.03,6
4,4467.03,1
22,7735.23,2
14,8647.1,1
4,6290.06,2
