start_station_id,start_station_name,start_lat,start_lng
6373.07,W 30 St & 8 Ave,40.74965268472847,-73.9952078461647
6119.01,49 Ave & 27 St,40.74113,-73.942518
5411.08,Driggs Ave & N 9 St,40.71816969454208,-73.95520135760307
6877.06,25 Ave & 96 St,40.76447,-73.87369
5159.07,South St & Pike St,40.709952235,-73.991484404
3243.02,47 St & 3 Ave,40.649140716,-74.01229167
4322.06,Bergen St & 4 Ave,40.682838798,-73.980137467
5160.01,Metropolitan Ave & 65 Ln,40.71225071,-73.890971303
3022.01,Cortelyou Rd & E 19 St,40.64267993,-73.961006045
7865.09,Broadway & W 131 St,40.817555,-73.957163
3359.03,Linden Blvd & Nostrand Ave,40.652710915,-73.949993014
4345.11,Fulton St & Waverly Ave,40.683240294,-73.966212988
7643.18,Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423
5610.09,6 Ave & Broome St,40.724716306,-74.00461185
6492.04,W 33 St & 10 Ave,40.753773368360385,-73.99937599897385
5175.08,Fulton St & Broadway,40.711034298,-74.009545088
5033.01,Broadway & Morris St,40.706191063,-74.012979507
3486.02,Clarkson Ave & Utica Ave,40.65666604,-73.931143522
7783.18,Broadway & W 122 St,40.812202334,-73.961183429
4199.12,Carlton Ave & Dean St,40.681216836,-73.971152425
4237.02,Albany Ave & Fulton St,40.680057764,-73.938357949
3982.01,Eastern Pkwy\t& St Marks Ave,40.67323029,-73.910822392
6638.01,34 Ave & 38 St,40.756927371,-73.921432495
5259.06,Devoe St & Lorimer St,40.713438392,-73.949118733
5572.07,Van Dam St & Meeker Ave,40.72532,-73.9368
6969.08,E 66 St & Madison Ave,40.768108964,-73.968281746
7146.04,E 85 St & York Ave,40.77536905,-73.94803392
6432.11,E 40 St & Park Ave,40.751324892,-73.97706759
6331.01,W 31 St & 7 Ave,40.749156,-73.9916
6518.08,34 Ave & 83 St,40.753782153,-73.884409785
6115.09,W 15 St & 10 Ave,40.742753828659026,-74.00747358798981
5826.02,India St & Manhattan Ave,40.732336998,-73.954793215
5198.04,Market St & Cherry St,40.710682988,-73.994048953
8262.07,W 171 St & St Nicholas Ave,40.843027949,-73.938815236
5473.03,Engert Ave & McGuinness Blvd,40.72158,-73.94546
4154.02,Pacific St & Utica Ave,40.6767,-73.93051
7948.10,Intervale Ave & Westchester Ave,40.821996927,-73.896728516
7658.13,Frederick Douglass Blvd & W 115 St,40.8038654,-73.9559308
4437.09,Nevins St & Schermerhorn St,40.687518477,-73.981845975
5190.07,Madison St & Clinton St,40.712614775,-73.987729907
8130.02,E 165 St & Jerome Ave,40.83254993,-73.924984455
5905.14,University Pl & E 14 St,40.734814,-73.992085
6532.06,E 51 St & 1 Ave,40.75462687,-73.965849757
4807.02,Madison St & Cypress Ave,40.700803757,-73.907454967
5845.02,Woodhaven Blvd & Hoffman Dr,40.733046412,-73.870949745
4816.05,Myrtle Ave & Grove St,40.699106455,-73.915334702
5669.12,E 6 St & 2 Ave,40.727126241,-73.987899542
5980.07,E 17 St & Broadway,40.736996055,-73.989952445
4476.03,Marcy Ave & Lafayette Ave,40.690192938,-73.947861791
6708.04,Broadway & W 48 St,40.76017739537783,-73.98486793041229
7720.03,Lenox Ave & W 126 St,40.808442,-73.9452087
4856.05,Irving Ave & Harman St,40.701241374,-73.917996168
4596.05,Duffield St & Willoughby St,40.692432046,-73.984457254
6505.09,24 St & 41 Ave,40.752488256,-73.940016031
5332.10,Jackson St & Leonard St,40.71638031973561,-73.94821286201477
4903.08,Old Fulton St,40.70277159,-73.99383605
8092.06,Grand Concourse & E 166 St,40.83196,-73.91956
7432.04,W 90 St & Amsterdam Ave,40.789935231,-73.972692251
4939.07,Suydam St & Knickerbocker Ave,40.702013,-73.923769
4904.03,Cypress Hills St & Otto Rd,40.70204,-73.89288
5914.08,Greenwich Ave & Charles St,40.734960556,-74.000261664
8451.07,E 182 St & Park Ave,40.854648471,-73.895056248
6662.09,51 St & Hobart St,40.757856607,-73.907620192
7386.10,2 Ave & E 99 St,40.786554933,-73.945725322
5847.06,W 10 St & Washington St,40.73342399437081,-74.00851495563984
5829.12,E 11 St & Broadway,40.732393026,-73.991562605
4895.03,Front St & Jay St,40.702215433,-73.987109065
6599.01,Roosevelt Island Tramway,40.757156253,-73.953358412
7670.09,Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475
7809.13,E 138 St & 5 Ave,40.814482689,-73.936130047
7756.10,St Nicholas Ave & W 126 St,40.811412454,-73.951753974
4903.09,Dock St & Front St,40.702709,-73.99253
4971.01,Hart St & Wyckoff Ave,40.704911709,-73.919707417
3803.05,6 Ave & 12 St,40.666289568,-73.985342026
6953.08,E 74 St & 1 Ave,40.769050121,-73.954784989
8325.08,Southern Blvd & E 180 St,40.846167922,-73.884300351
6644.07,W 42 St & Dyer Ave,40.758515239,-73.994008422
7860.08,Convent Ave & W 135 St,40.818206787,-73.951010942
5343.11,Orchard St & Grand St,40.717541218,-73.990415692
7504.19,3 Ave & E 109 St,40.793262005,-73.943242431
6729.02,21 St & 36 Ave,40.7601853,-73.9362726
6850.01,38 St & 30 Ave,40.764174520197685,-73.91583994030952
5956.05,50 Ave & 65 St,40.737087965,-73.900686979
3253.01,52 St & 1 Ave,40.649292,-74.020105
7159.08,Astoria Park S & Shore Blvd,40.7767,-73.927631
8085.09,St Nicholas Ave & W 157 St,40.832335711,-73.940848112
8795.01,Jerome Ave & E Mosholu Pkwy S,40.879482865,-73.885160327
4994.10,Onderdonk Ave & Gates Ave,40.70413,-73.90737
7271.01,Shore Blvd & Astoria Park,40.77977,-73.923162
5097.02,60 Pl & Linden St,40.70886,-73.90182
3117.05,46 St & 7 Ave,40.64490068,-74.003687978
8635.08,Grand Concourse & E 196 St,40.867662668,-73.893057108
7669.10,E 138 St & Cypress Ave,40.805624247,-73.914776206
6509.07,92 St & 35 Ave,40.752901316,-73.875420094
3113.06,Rugby Rd & Beverley Rd,40.64435,-73.96591
3943.03,St Johns Pl & Kingston Ave,40.671143532,-73.942268729
3853.02,Eastern Pkwy & Rochester Ave,40.668488383,-73.928056359
5433.04,Frost St & Debevoise Ave,40.71882,-73.93948
5489.04,N 11 St & Kent Ave,40.722465634,-73.959108233
3871.02,Eastern Pkwy & Brooklyn Ave,40.66939,-73.94514
8141.05,College Ave & E 169 St,40.835113168,-73.911885858
8175.06,College Ave & E 170 St,40.837607741,-73.910448432
8225.05,Clay Ave & Claremont Pkwy,40.840119004,-73.90547359
5920.03,94 St & 57 Ave,40.736322522,-73.867770076
7981.16,Broadway & W 142 St,40.824686,-73.951947
8720.02,Jerome Ave & E 198 St,40.871452093,-73.892637849
5878.02,60 Ave & Junction Blvd,40.734469652,-73.864818454
6748.04,82 St & 30 Ave,40.761313915,-73.886354685
6709.05,31 Ave & 86 St,40.759623885,-73.882065415
3628.11,6 Ave & 21 St,40.660325646,-73.990754485
6670.03,43 St & Broadway,40.7577284,-73.9166368
5082.08,Jefferson St & Cypress Ave,40.70907,-73.92157
4611.03,Willoughby Ave & Hall St,40.691962838,-73.965411544
4531.05,Henry St & Atlantic Ave,40.690822959,-73.99619925
6053.01,Corona Ave & 111 St,40.740762949,-73.849757195
8241.07,3 Ave & E 174 St,40.842021227,-73.898595929
6585.11,34 Ave & Junction Blvd,40.754900694,-73.872912407
8033.09,W 148 St & Amsterdam Ave,40.827166796,-73.946011782
7793.02,E 149 St & Eagle Ave,40.814109564,-73.911988378
6098.12,Broadway & E 19 St,40.738350987,-73.989991069
8029.28,Macombs Pl & W 152 St,40.826406,-73.937948
6025.08,39 St & 50 Ave,40.738008618,-73.927302837
3699.07,17 St & 5 Ave,40.663430333,-73.990897298
8137.06,3 Ave & E 170 St,40.834956765,-73.903681517
6921.04,23 Ave & 83 St,40.766447186,-73.886874318
7511.19,5 Ave & E 103 St,40.792246461,-73.952758312
8897.05,W 238 St & Tibbett Ave,40.885884523,-73.902538896
6529.02,37 Ave & 35 St,40.753209949,-73.927666783
3596.04,4 Ave & 26 St,40.660192251,-73.998458505
6642.08,34 Ave & 113 St,40.756955028,-73.856192827
8496.01,Fort Washington Ave & W 190 St,40.857025027,-73.935697317
3166.03,Albemarle Rd & McDonald Ave,40.64528966,-73.979562521
7617.07,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613
6313.10,Lexington Ave & E 36 St,40.747502208,-73.978863001
5436.11,E Houston St & Columbia St,40.719644904,-73.978523493
5270.09,Market St & Henry St,40.71310702305908,-73.99446353316307
6389.09,E 39 St & Lexington Ave,40.749350548,-73.97724998
7901.04,Morris Ave & E 153 St,40.819907546,-73.921716809
7121.02,E 80 St & 2 Ave,40.77395916,-73.954004049
4285.09,Rockaway Ave & Bainbridge St,40.68319988172761,-73.91166642308235
5788.13,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049
4568.01,Van Buren St & Broadway,40.692033529,-73.926252484
4781.05,Nassau St & Duffield St,40.698477,-73.98384
5602.06,Greene St & Prince St,40.72511734422387,-73.99930492043495
4266.03,Clinton St & Union St,40.683104515,-73.997647762
5288.08,Park Pl & Church St,40.713051081,-74.009790897
3925.03,Sterling Pl & Rochester Ave,40.67128,-73.92825
4383.06,Hancock St & Stuyvesant Ave,40.684584618,-73.932213306
6587.04,Broadway & 49 St,40.77018641666667,-73.87575125
6753.08,1 Ave & E 62 St,40.761225939,-73.960856915
5540.06,56 Dr & 61 St,40.72368,-73.90458
7823.03,Broadway & Moylan Pl,40.814216614,-73.959160566
8344.04,Macombs Rd & W 175 St,40.848261833,-73.91618526
7338.02,2 Ave & E 96 St,40.784113288,-73.947170019
7680.03,Cathedral Pkwy & Broadway,40.804251313,-73.967204452
3161.02,46 St & 6 Ave,40.645835519,-74.005589128
3000.08,6 Ave & 55 St,40.640636325,-74.011235833
3090.06,Church Ave & McDonald Ave,40.642934918,-73.979055762
5854.10,Stuyvesant Walk & 1 Ave Loop,40.732339777151054,-73.97898383438587
4208.01,Sterling Pl & 5 Ave,40.678970070475735,-73.97855266928671
7927.08,E 163 St & Tiffany St,40.820996761,-73.895120859
4640.01,Bushwick Ave & Harman St,40.693656325,-73.92529273
3987.06,5 Ave & 3 St,40.672843695,-73.983576894
8862.02,Bailey Ave & W 238 St,40.884219527,-73.897990942
3779.02,3 Ave & 17 St,40.666088939,-73.995667934
8272.08,E 176 St & Clinton Ave,40.843103886,-73.891549587
7867.04,Southern Blvd & Tiffany St,40.818176985,-73.894222379
7524.16,Riverside Dr & W 91 St,40.793345928,-73.976961255
5106.04,Greene Ave & Grandview Ave,40.709697,-73.907856
7543.15,3 Ave & E 112 St,40.795660496,-73.941444039
4853.06,Bridge St & York St,40.70122385,-73.984729052
4348.07,Carroll St & Columbia St,40.683042169,-74.003484964
5453.06,Kenmare St & Elizabeth St,40.720477819,-73.994752407
8491.07,Audubon Ave & Fort George Ave,40.85715781391904,-73.92717361450195
8111.07,River Ave & McClellan St,40.834053993,-73.922477603
6245.08,46 Rd & 11 St,40.745819211,-73.950961232
8667.01,Grand Concourse & E 197 St,40.869463563,-73.891466498
3199.01,Caton Ave & E 7 St,40.647726536,-73.973663807
8212.01,Boston Rd & West Farms Rd,40.839915037,-73.880722404
6128.04,49 Ave & 21 St,40.742448688,-73.948989749
5626.15,1 Ave & E 6 St,40.72633085971696,-73.98616880178452
6786.02,W 47 St & 9 Ave,40.761598349,-73.989975572
6541.03,E 48 St & 3 Ave,40.754855871,-73.971893907
6759.15,Crescent St & 34 Ave,40.76111412,-73.930609822
6307.07,61 St & 39 Ave,40.747084618,-73.902832747
4765.07,Cypress Ave & George St,40.69826293,-73.902815819
5887.03,Queens Blvd & 56 Ave,40.73481,-73.87431
8369.08,Hughes Ave & Oak Tree Pl,40.850781441,-73.889426112
4534.06,Lexington Ave & Patchen Ave,40.690442443,-73.92787075
3651.04,West Drive & Prospect Park West,40.661147833,-73.979314923
6191.06,61 St & Woodside Ave,40.745250821,-73.90358901
4086.06,Henry St & W 9 St,40.676448107,-74.003186226
5539.06,Laight St & Hudson St,40.721764565,-74.006973743
4228.06,Chauncey St & Malcolm X Blvd,40.680445075,-73.928396225
6593.15,6 Ave & W 45 St,40.757691145,-73.983837485
7540.02,E 114 St & 1 Ave,40.794525385,-73.936125517
7126.01,21 St & Hoyt Ave S,40.774645,-73.923706
7925.04,W 133 St & 12 Ave,40.820426226,-73.959166288
4663.06,Putnam Ave & Knickerbocker Ave,40.69545,-73.91164
4028.04,4 Ave & 3 St,40.673662305,-73.985748768
4798.10,Stephen St & Seneca Ave,40.698886871,-73.900595069
4590.01,Soissons Landing,40.69231660719192,-74.01486575603485
5570.04,Grand Ave & Remsen Pl,40.72353,-73.89967
7622.12,2 Ave & E 122 St,40.8006721,-73.9349
6596.10,34 Ave & 45 St,40.754853964,-73.917076349
3140.09,Bedford Ave & Beverley Rd,40.644967794,-73.954894543
3312.07,Prospect Ave & Greenwood Ave,40.651745,-73.975988
7023.09,Amsterdam Ave & W 60 St,40.771099091,-73.987137318
5401.03,59 St & 59 Rd,40.71790852734058,-73.908454477787
5422.04,Howard St & Lafayette St,40.71910537,-73.99973337
4651.02,Clinton Ave & Myrtle Ave,40.693359256,-73.968983412
6323.11,Ithaca St & Baxter Ave,40.746309161,-73.883350372
6526.05,8 Ave & W 38 St,40.754125953,-73.9918437
8281.06,Clay Ave & E 173 St,40.843130231,-73.904937029
6179.07,Center Blvd & 51 Ave,40.743366080270214,-73.95960688591003
6212.08,Vernon Blvd & 47 Rd,40.745002627,-73.953254342
5392.04,63 St & 59 Dr,40.71852529,-73.901378036
5216.04,Barclay St & Church St,40.71291224,-74.01020234
5125.03,S 5 Pl & S 5 St,40.710465074,-73.961049557
3893.03,Eastern Pkwy & Schenectady Ave,40.668816209,-73.933618546
5515.02,E 2 St & Ave B,40.72213006,-73.983454108
5956.04,64 St & 51 Ave,40.73577,-73.90184
7662.13,Lexington Ave & E 127 St,40.805726,-73.936322
5024.10,Water St & Fletcher St,40.706877708,-74.005495071
8205.05,3 Ave & E 172 St,40.839482546,-73.900420308
6951.03,28 Ave & 35 St,40.766740441,-73.917447448
6840.02,98 St & 25 Ave,40.76454,-73.87171
3660.07,7 Ave & 17 St,40.660920739,-73.986837626
6709.01,31 Ave & 84 St,40.75947,-73.88431
5045.05,Division Ave & Hooper St,40.706947327,-73.954325795
7571.01,Sunken Meadow Comfort Station,40.795485735,-73.918960214
3300.06,Snyder Ave & Schenectady Ave,40.649981141,-73.932869315
4179.03,Fulton St & Saratoga Ave,40.678567529,-73.916540384
4087.01,Van Sinderen Ave & Atlantic Ave,40.676190376,-73.903383136
6099.02,76 St & 45 Ave,40.7411,-73.88837
3885.06,Buffalo Ave & St John's Pl,40.67015,-73.92538
4325.03,Thomas S. Boyland St & Macon St,40.68491,-73.91493
8575.02,Cedar Ave & W Fordham Rd,40.861536145,-73.91225028
8597.01,Decatur Ave & E 197 St,40.865875959,-73.887801647
4319.07,Halsey St & Tompkins Ave,40.682401061,-73.943944454
8778.01,E Mosholu Pkwy & Van Cortlandt Ave E,40.876428843,-73.883671641
8741.01,Bailey Ave & W 229 St,40.874347687,-73.904832006
8649.03,Bainbridge Ave & E 198 St,40.868362188,-73.888405323
3129.08,53 St & 5 Ave,40.643315911,-74.011882424
7712.04,Alexander Ave & E 134 St,40.80721581,-73.926973462
6207.06,Judge St & Britton Ave,40.744647264,-73.881072998
4095.10,Van Brunt St & Van Dyke St,40.675903797,-74.014651775
5764.02,65 Pl & 53 Ave,40.73154223,-73.900251031
8550.04,Morris Ave & E 184 St,40.860113502,-73.900803328
8555.05,Loring Pl North & W 183 St,40.86042273,-73.909338474
8467.03,E 184 St & 3 Ave,40.854705811,-73.890201688
6426.05,57 St & 37 Ave,40.75048,-73.90513
5280.03,Fresh Pond Rd & Eliot Ave,40.714471698,-73.900937438
5210.01,Powers St & Olive St,40.713145614,-73.938971639
8465.01,Sedgwick Ave & W Burnside Ave,40.854947448,-73.91677618
4013.08,Columbia St & Lorraine St,40.674890161,-74.007497549
6927.03,Ditmars Blvd & 76 St,40.768442,-73.893531
4125.07,7 Ave & Park Pl,40.677465796,-73.973345757
5159.04,Pike St & Monroe St,40.71173107,-73.99193043
7212.05,E 85 St & 3 Ave,40.777963519,-73.954305053
5752.09,Greenpoint Ave & West St,40.729852915,-73.958885074
7842.16,Amsterdam Ave & W 131 St,40.816304922,-73.954358578
7382.04,W 84 St & Columbus Ave,40.785121202,-73.972766161
6498.10,E 47 St & 2 Ave,40.753257394,-73.970404267
6691.11,E 56 St & 3 Ave,40.759035587,-73.967527747
7132.08,27 Ave & 3 St,40.77485,-73.9342
7974.01,3 Ave & E 163 St,40.823740363,-73.908719182
8226.06,Broadway & W 168 St,40.84089603193041,-73.93972098827362
8639.01,W 192 St & University Ave,40.866896152,-73.901941657
4278.03,Marcus Garvey Blvd & Macon St,40.682664275,-73.938012838
3208.07,Dahill Rd & 12 Ave,40.64591527,-73.980992556
6524.09,37 Ave & 113 St,40.75475,-73.8549
4243.01,Commerce St & Van Brunt St,40.681179404,-74.008712292
8550.01,Jerome Ave & W 184 St,40.860871553,-73.90263021
3373.01,E 51 St & Linden Blvd,40.65399,-73.92967
SYS016,Morgan Bike Mechanics,40.709730864,-73.931203604
8876.04,Van Cortlandt Park S & Gouverneur Ave,40.884977698,-73.891192198
6885.01,24 Ave & 87 St,40.765407443,-73.882740855
3877.04,Pitkin Ave & Grafton St,40.66852,-73.91908
8353.02,Amsterdam Ave & W 180 St,40.847419143,-73.931144834
5593.01,E 1 St & 1 Ave,40.72335597960796,-73.98864984512329
4057.04,Brooklyn Ave & Prospect Pl,40.674222708,-73.944503069
4522.07,State St & Smith St,40.68919611,-73.988269448
8802.05,W 233 St & Albany Crescent,40.879891753,-73.901779532
6460.06,62 St & 34 Ave,40.75201,-73.89986
7631.23,Frederick Douglass Blvd & W 112 St,40.801600337,-73.957235456
6203.02,Jackson Ave & 46 Rd,40.74524768,-73.94733276
7344.01,E 94 St & Madison Ave,40.785795927,-73.954500794
8715.06,W 218 St & Broadway,40.871406674,-73.914635897
6039.06,Washington St & Gansevoort St,40.739323,-74.008119
8541.04,E 191 St & Bathgate Ave,40.859894991,-73.886315823
5300.05,Metropolitan Ave & Meeker Ave,40.714125037,-73.952246547
6579.03,58 St & 32 Ave,40.755609274,-73.90339005
4217.06,Degraw St & 3 Ave,40.67977,-73.9847
8096.03,Anderson Ave & W 164 St,40.832002997,-73.927396297
6787.02,30 Ave & 80 St,40.76109,-73.88838
6047.03,51 Ave & Van Loon St,40.738379002,-73.879013419
4768.02,Park Ave & Marcus Garvey Blvd,40.6985991,-73.941434383
6682.08,E 60 St & York Ave,40.759232521,-73.959251642
5922.08,Bank St & Hudson St,40.736479402,-74.006067157
5034.03,Menahan St & Onderdonk Ave,40.70553,-73.9096
5351.07,Walker St & Baxter St,40.717411,-73.999573
4181.10,Brevoort Pl & Bedford Ave,40.68012,-73.95362
5128.04,Catherine St & Monroe St,40.71117444,-73.99682619
3272.01,E 8 St & Caton Ave,40.648055,-73.972432
4553.04,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416
4334.02,Halsey St & Ralph Ave,40.685007811,-73.92270875
7186.15,19 St & 24 Ave,40.7774552,-73.9225403
8435.04,Valentine Ave & E 181 St,40.854145408,-73.899443984
4920.13,South St & Broad St,40.70188858913366,-74.01089876890182
6970.02,Ditmars Blvd & 102 St,40.768788218,-73.868106246
8831.03,Bailey Ave & W 234 St,40.88066,-73.90076
4203.04,Somers St & Broadway,40.67945,-73.90474
6581.14,24 St & 38 Ave,40.756351,-73.936515
4366.01,Halsey St & Broadway,40.685829163,-73.915616155
4757.06,Seneca Ave & Decatur St,40.69723,-73.89811
3593.01,Maple St & Flatbush Ave,40.66026,-73.96045
3327.01,Lott St & Erasmus St,40.649467826,-73.954213619
6937.07,Vernon Blvd & 10 St,40.767165303,-73.937585473
8379.06,Echo Pl & Grand Concourse,40.850052118,-73.906020761
6267.08,65 St & Roosevelt Ave,40.74589,-73.89915
6140.05,W 21 St & 6 Ave,40.74173969,-73.99415556
7920.05,Amsterdam Ave & W 136 St,40.819893599,-73.951691151
6747.06,W 49 St & 8 Ave,40.762466431,-73.988146782
5616.08,E 12 St & Ave C,40.727243,-73.976831
4497.09,Congress St & Hicks St,40.689313889,-73.999415517
7942.21,Riverside Dr & W 138 St,40.823187947,-73.955862641
7837.30,St Nicholas Ave & W 134 St,40.816166282,-73.94829154
8543.01,10 Ave & W 202 St,40.86124897,-73.921501279
4169.04,Pioneer St & Van Brunt St,40.679018378,-74.011219382
3300.04,E 49 St & Church Ave,40.65182,-73.93135
6492.08,9 Ave & W 33 St,40.752568,-73.996765
3431.02,New York Ave & Lenox Rd,40.654620171,-73.946869016
6278.05,Davis St & Jackson Ave,40.745524049,-73.945881128
6249.02,41 Ave & 80 St,40.74586153,-73.885404944
3751.05,Crown St & Troy Ave,40.665566921,-73.937278271
5550.09,Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583
4519.04,Kosciuszko St & Nostrand Ave,40.690704346,-73.951325655
4096.08,Dean St & Rockaway Ave,40.67486,-73.91123
8447.07,Crescent Ave & Belmont Ave,40.853882909,-73.88667047
4963.13,Menahan St & Seneca Ave,40.70461,-73.91054
